wallet_id,onboard_date,user_class,state,gender,region,last_trans_date,first_trans_date,days_since_last_txn,days_to_first_txn,tenure_days,age,total_txn_count,total_tpv,avg_tpv,txn_count_30d,tpv_30d,avg_txn_value_30d,txn_count_90d,tpv_90d,avg_txn_value_90d,txn_trend,tpv_trend,avg_days_between_txn,pos_share,transfer_share,digital_service_share,loan_share,deposit_share,total_commission,success_rate,churn_flag
cf09c00a-a98c-483b-bc6b-9d12b4eb6d3a,"February 11, 2023",App User,Imo,,South East,"February 11, 2023, 23:32","February 11, 2023, 23:30",,0,"1,006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"203,442",0,1
5227ecff-2f1d-4f46-a994-923e1f36cfb8,"January 11, 2024",App User,Niger,Female,North,,,,,672,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5cbb0524-68fa-4a0d-9208-2324bc5ccea1,"February 17, 2025",App User,Lagos,Male,Lagos,"June 11, 2025, 11:40","February 17, 2025, 13:35",155,114,269,0,27,"252,450","9,350",0,0,0,0,0,0,0,0,4.38,0,0.15,0.41,0,0.44,"3,717,090",0.93,1
09cbe469-0762-4fb0-9dae-e8c78856c396,"February 11, 2023",App User,Enugu,,South East,"February 11, 2023, 23:32","February 11, 2023, 23:30",,0,"1,006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"145,931",0,1
43787709-ad14-4558-ae72-558105feb6ea,"May 22, 2023",App User,Kwara,Male,South West,"December 18, 2024, 04:55","September 18, 2023, 08:05",330,457,906,0,10,"1,580",158,0,0,0,0,0,0,0,0,50.78,0,0.4,0.6,0,0,"6,380",0.9,1
97c87c61-0c75-4dc1-bc63-3e53004e1bf5,"September 7, 2022",Terminal User,Oyo,,South West,"September 28, 2022, 13:15","September 13, 2022, 18:31","1,142",15,"1,163",0,2,"1,880",940,0,0,0,0,0,0,0,0,15,0.5,0.5,0,0,0,0,1,1
545a85cb-a46c-4641-ac60-afa4eb7d627b,"April 21, 2022",Terminal User,Kwara,Female,South West,"October 4, 2024, 19:26","April 22, 2022, 11:12",405,896,"1,302",36,"3,753","52,320,016","13,940.85",0,0,0,0,0,0,0,0,0.24,0.6,0.25,0.087,0,0.067,"12,384,900",0.83,1
6a6dc5c8-18ab-4943-b232-feb846465a56,"April 10, 2025",App User,Delta,Male,South South,,,,,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83105ef4-b616-4f42-8005-24911eb39a09,"February 11, 2023",App User,Lagos,,Lagos,"February 11, 2023, 23:32","February 11, 2023, 23:30",,0,"1,006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"54,900",0,1
83aa09b2-cafd-48de-a19b-40ea90980a11,"February 11, 2023",App User,Lagos,Female,Lagos,"November 8, 2025, 08:37","January 11, 2023, 09:03",5,"1,032","1,006",0,"1,404","14,105,640.01","10,046.75",19,"124,250","6,539.47",70,"689,100","9,844.29",0.27,0.18,0.71,0,0.021,0.91,0,0.064,"7,883,460",0.91,0
80c2760b-6ddb-4a8b-8e1b-ae8a7b319dce,"December 16, 2024",App User,Ondo,Male,South West,"March 15, 2025, 10:44","December 17, 2024, 08:58",243,88,332,0,20,"86,788","4,339.4",0,0,0,0,0,0,0,0,4.63,0,0.1,0.65,0,0.25,"25,200",1,1
7a824afc-c684-4bf7-8324-ebec031317d6,"May 17, 2023",Terminal User,Lagos,Male,Lagos,"November 7, 2023, 10:50","May 17, 2023, 12:55",737,174,911,35,140,"1,270,609","9,075.78",0,0,0,0,0,0,0,0,1.25,0.78,0.21,0,0,0.0071,0,0.88,1
188f43fd-fddc-4553-80eb-f0379ea517a3,"March 12, 2024",App User,Delta,Female,South South,,,,,611,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cd7ce4dd-6c80-4cfe-a490-28e8dde0bfb8,"April 18, 2023",Terminal User,Imo,Female,South East,"November 10, 2024, 20:27","April 18, 2023, 22:58",368,572,940,33,"1,001","16,064,038.08","16,047.99",0,0,0,0,0,0,0,0,0.57,0.27,0.32,0.035,0,0.38,0,0.86,1
2c6b2e40-90be-4091-879d-c49b58ab8524,"February 11, 2023",Terminal User,Oyo,Male,South West,"December 20, 2024, 08:49","January 11, 2023, 12:11",328,709,"1,006",32,436,"6,718,238.98","15,408.81",0,0,0,0,0,0,0,0,1.52,0.32,0.3,0.29,0,0.092,"1,870,440",0.82,1
c7d46c26-2af1-4f19-ae65-7bc2f86c06de,"November 20, 2023",App User,Ogun,Female,South West,,,,,724,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
025ace5f-4784-4b5a-923e-aa1c9b7f757a,"August 4, 2024",App User,Osun,Female,South West,,,,,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b22729ff-0119-4f1d-bb9a-4d05a923417b,"July 18, 2024",App User,Ekiti,Female,South West,,,,,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ec2aa1e7-5360-4f9b-95de-b102a6c85a9b,"December 7, 2023",Terminal User,Osun,Male,South West,"January 29, 2024, 15:15","December 9, 2023, 10:12",654,51,707,23,173,"1,071,075","6,191.18",0,0,0,0,0,0,0,0,0.3,0.12,0.2,0.0058,0,0.67,"865,000",0.9,1
464dd49c-e110-4e11-acfc-298d55c9b8e8,"January 20, 2025",App User,Lagos,Male,Lagos,,,,,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9ffc264b-a5fe-49bb-b9e8-0e3c5a46aba0,"February 21, 2024",App User,Ondo,Female,South West,"September 10, 2024, 08:45","February 21, 2024, 14:34",429,202,631,36,"2,779","45,238,101.3","16,278.55",0,0,0,0,0,0,0,0,0.07,0.42,0.42,0.099,0,0.055,0,0.75,1
6325034f-aebf-466e-9b02-ec7ed026f42e,"November 15, 2023",App User,Kano,Male,North,"November 12, 2025, 04:53","November 26, 2023, 18:54",1,717,729,27,437,"319,282.14",730.62,33,"29,800",903.03,104,"86,112.54",828.01,0.32,0.35,1.64,0,0.014,0.7,0,0.29,"4,677,211",0.84,0
b1ff741b-741a-4035-a08d-6d04b248b218,"February 11, 2023",App User,FCT Abuja,,North,"February 11, 2023, 23:32","February 11, 2023, 23:30",,0,"1,006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93744dc5-a4d0-44e2-a056-bc89eb7d366a,"February 11, 2023",App User,Kaduna,,North,"February 11, 2023, 23:32","February 11, 2023, 23:30",,0,"1,006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1d53b068-ffee-4115-96b9-cbb6452ee922,"February 19, 2024",App User,Bauchi,Male,North,"November 11, 2025, 19:33","February 22, 2024, 17:32",2,628,633,0,"3,626","36,517,975.61","10,071.15",69,"758,000","10,985.51",169,"1,335,398.8","7,901.77",0.41,0.57,0.17,0,0.0072,0.58,0,0.41,"59,190,824",0.95,0
a67753b5-cb74-49c2-b796-8a2be98bf031,"April 9, 2025",App User,Kaduna,Male,North,"April 9, 2025, 21:59","April 9, 2025, 09:23",218,0,218,0,4,"7,920","1,980",0,0,0,0,0,0,0,0,0,0,0,0.75,0,0.25,"6,208",1,1
2392e557-247e-4f51-9abf-fc702f2093a7,"May 26, 2023",App User,Edo,Male,South South,,,,,902,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4e769b36-8d82-4369-8424-f510b110e2ae,"February 11, 2023",Terminal User,Ondo,Female,South West,"May 2, 2025, 07:17","January 11, 2023, 11:25",195,842,"1,006",40,"4,058","48,852,666.68","12,038.61",0,0,0,0,0,0,0,0,0.2,0.53,0.26,0.2,0,0.0044,"3,652,200",0.81,1
6215cac1-d200-4e67-8529-81037e038f90,"February 11, 2023",App User,Ogun,,South West,"February 11, 2023, 23:32","January 13, 2023, 13:03",,29,"1,006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,325",0,1
f4cacc92-95dd-469e-bfa0-ba4a4d108520,"February 11, 2023",Terminal User,Rivers,Male,South South,"April 25, 2025, 16:08","February 11, 2023, 23:30",202,804,"1,006",55,530,"6,331,474","11,946.18",0,0,0,0,0,0,0,0,0.79,0.79,0.07,0.14,0,0.0038,0,0.87,1
6d14940d-4c15-4d33-a4df-4365a13dc7f5,"February 11, 2023",App User,Lagos,,Lagos,"February 11, 2023, 23:32","February 11, 2023, 23:30",,0,"1,006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
84c59a4d-d782-49f5-8d0d-620ff0828791,"December 22, 2023",App User,Ekiti,Female,South West,"April 18, 2025, 14:11","December 22, 2023, 11:55",209,483,692,40,229,"1,022,525","4,465.17",0,0,0,0,0,0,0,0,2.12,0.44,0.31,0.035,0,0.22,"274,800",0.67,1
beed1703-d9fe-4c91-9689-384bf8206fda,"February 11, 2023",Terminal User,Abia,Male,South East,"March 30, 2024, 18:03","January 27, 2023, 16:32",593,428,"1,006",24,"4,532","36,795,837.92","8,119.12",0,0,0,0,0,0,0,0,0.09,0.67,0.25,0.074,0,0.0026,"20,946,904",0.86,1
578992f2-fc0d-46f9-afc8-7f921bc574cd,"May 24, 2023",App User,Lagos,,Lagos,,,,,904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b168091d-caee-4433-a9ec-b869875e9a6d,"December 18, 2024",App User,Benue,Male,North,,,,,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
793e2cd1-400b-42c3-8f4d-4361bfecef8e,"January 14, 2024",App User,Ekiti,Female,South West,,,,,669,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1b2b3e12-d34a-4d59-a0d6-c9f3a9d408de,"February 11, 2023",App User,Lagos,,Lagos,"February 11, 2023, 23:32","February 11, 2023, 23:30",,0,"1,006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16,165",0,1
d428d367-42f1-4997-9796-39441de1df48,"February 11, 2023",App User,Lagos,,Lagos,"February 11, 2023, 23:32","February 2, 2023, 13:44",,9,"1,006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,550",0,1
0d2d7d46-bff8-4a74-8b59-66087ca21986,"February 11, 2023",App User,Lagos,Female,Lagos,"November 1, 2025, 08:40","January 11, 2023, 08:30",12,"1,025","1,006",0,"2,090","19,476,234.21","9,318.77",27,"188,350","6,975.93",182,"1,617,758","8,888.78",0.15,0.12,0.47,0,0.0033,0.82,0,0.17,"38,010,830",0.96,0
db70f0f7-faac-428e-b806-8afe9a23f2a5,"February 11, 2023",App User,Lagos,,Lagos,"February 11, 2023, 23:32","February 11, 2023, 23:30",,0,"1,006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"75,047",0,1
bb81568b-dbf4-43c7-8378-13c33b0ff371,"August 30, 2024",Terminal User,Lagos,Male,Lagos,"September 28, 2025, 13:26","September 12, 2024, 22:46",46,381,440,0,202,"956,807","4,736.67",0,0,0,4,345,86.25,0,0,1.9,0.16,0.24,0.51,0,0.079,"1,422,282",0.82,0
caed03f6-a7bd-40e6-baf5-354d0c2d718e,"February 11, 2023",Terminal User,Lagos,Male,Lagos,"March 21, 2024, 09:40","February 11, 2023, 23:30",602,404,"1,006",52,118,"1,031,303","8,739.86",0,0,0,0,0,0,0,0,3.44,0.21,0.53,0.19,0,0.068,"2,601,900",0.69,1
a54adee8-fe99-4640-9ff5-e1d83642f249,"December 20, 2023",App User,Oyo,Female,South West,"January 16, 2024, 16:12","December 20, 2023, 21:12",667,27,694,50,48,"512,885.72","10,685.12",0,0,0,0,0,0,0,0,0.57,0,0,0,0,0.1,0,0.94,1
924e3d69-9450-49c0-91ef-997665dc1592,"February 11, 2023",App User,FCT Abuja,,North,"March 31, 2023, 08:03","January 15, 2023, 13:37",972,75,"1,006",0,2,"1,000",500,0,0,0,0,0,0,0,0,1,0,0,0.5,0,0.5,0,1,1
f7b5606d-f6a8-4ac2-86d1-222b1ea04823,"December 18, 2024",App User,Lagos,Male,Lagos,,,,,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f36125ad-49a1-437a-85f0-23c27786f9ca,"June 9, 2025",App User,Katsina,Male,North,,,,,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5f87fd2d-8ad4-432a-af5e-a9b1a233e0b0,"September 19, 2023",App User,Lagos,Male,Lagos,,,,,786,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f5abe7a1-dc4b-400b-ac6d-c1b85df7d755,"February 11, 2023",Terminal User,Lagos,Female,Lagos,"September 16, 2024, 20:14","January 15, 2023, 09:57",423,610,"1,006",47,337,"2,686,751","7,972.55",0,0,0,0,0,0,0,0,1.68,0.45,0.37,0.18,0,0,"189,731",0.87,1
688667b7-565b-4a2a-a302-c219228d663c,"October 3, 2023",App User,Oyo,Female,South West,,,,,772,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b25788e1-8213-468c-aeb3-c6ae5ad57ecb,"February 11, 2023",App User,FCT Abuja,,North,"February 11, 2023, 23:32","February 11, 2023, 23:30",,0,"1,006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,000",0,1
dbf777b6-527c-4774-9065-d118d47d5151,"February 11, 2023",App User,Rivers,,South South,"November 10, 2023, 08:38","January 11, 2023, 09:13",756,303,"1,006",31,"1,140","14,004,235.07","12,284.42",0,0,0,0,0,0,0,0,0.22,0.61,0.18,0.2,0,0.011,0,0.87,1
4b8ae249-c6fa-4af2-94fd-530bd12ab60f,"February 11, 2023",App User,Lagos,,Lagos,"February 11, 2023, 23:32","February 11, 2023, 23:30",,0,"1,006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,800",0,1
e1a024bf-f61b-46c7-8160-14f5fb4fc08f,"February 11, 2023",App User,Lagos,,Lagos,"February 11, 2023, 23:32","February 11, 2023, 23:30",,0,"1,006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ffb8d442-5b35-479c-9ca7-1bd598cdad71,"May 2, 2024",Terminal User,Lagos,Female,Lagos,"March 16, 2025, 09:34","May 2, 2024, 16:31",242,318,560,39,237,"1,781,795","7,518.12",0,0,0,0,0,0,0,0,1.35,0.26,0.4,0.16,0,0.18,"2,000,280",0.87,1
baaef1be-92f0-4bb2-8170-ef4660da61b4,"December 17, 2023",Terminal User,Osun,Male,South West,"July 23, 2024, 12:13","December 21, 2023, 13:49",478,215,697,0,55,"331,755","6,031.91",0,0,0,0,0,0,0,0,3.98,0.27,0.56,0.036,0,0.13,"75,900",0.82,1
2d5c9c53-a3e5-4415-88e2-f3f89b833d0c,"January 29, 2025",App User,Kwara,Male,South West,,,,,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba452c1d-e60b-49af-9453-95486dee4210,"March 17, 2025",App User,Edo,Male,South South,,,,,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8d5bfe46-02fd-46ed-852c-d504a10420a8,"February 11, 2023",App User,Imo,Male,South East,"February 24, 2025, 10:42","January 11, 2023, 21:46",262,775,"1,006",45,79,"387,966","4,910.96",0,0,0,0,0,0,0,0,9.49,0,0.54,0.29,0,0.16,"137,697",0.89,1
b7aa2481-3d87-4d30-bae8-6ed5eb078886,"October 25, 2024",App User,Akwa Ibom,Male,South South,,,,,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eb4445ed-335a-4dc8-ab45-e2602a00d2f0,"February 11, 2023",App User,Lagos,,Lagos,"February 11, 2023, 23:32","February 11, 2023, 23:30",,0,"1,006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14,386",0,1
e5b148f0-1bd5-4871-922b-9bba34822857,"February 11, 2023",App User,Oyo,,South West,"February 11, 2023, 23:32","February 11, 2023, 23:30",,0,"1,006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,861,0,1
7d86e375-bb36-4105-9f95-f9373853ebd4,"December 2, 2022",Terminal User,Oyo,Female,South West,"August 27, 2025, 23:19","December 9, 2022, 13:19",78,992,"1,077",0,"1,216","17,274,624.59","14,206.11",0,0,0,6,"4,610.42",768.4,0,0,0.82,0.28,0.45,0.11,0.0016,0.15,"3,010,816",0.81,1
85cc32c0-70b8-4cf1-80e2-566befc8be5e,"September 10, 2023",Terminal User,Oyo,Female,South West,"February 17, 2024, 15:34","September 14, 2023, 11:10",635,156,795,42,109,"3,752,132.5","34,423.23",0,0,0,0,0,0,0,0,1.44,0,0.14,0.073,0,0.57,"831,125",0.98,1
5ffec989-cad4-4691-9e6d-81f828445795,"February 11, 2023",App User,Ondo,Male,South West,"November 6, 2025, 10:33","January 11, 2023, 06:49",7,"1,030","1,006",0,"4,747","46,971,952","9,895.08",48,"354,514","7,385.71",177,"1,865,616","10,540.2",0.27,0.19,0.21,0,0.02,0.79,0,0.19,"42,803,699",0.95,0
5aa6e2f6-01d3-464a-8bda-2c8ae602d614,"February 11, 2023",App User,Abia,,South East,"February 11, 2023, 23:32","February 11, 2023, 23:30",,0,"1,006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"94,998",0,1
4e074878-1399-4165-a8aa-41b51bca3b6b,"February 11, 2023",App User,Edo,,South South,"February 11, 2023, 23:32","February 11, 2023, 23:30",,0,"1,006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"104,550",0,1
fb564724-2edf-4c19-81b4-eac462baf736,"February 2, 2023",App User,,,Other,"June 12, 2023, 18:15","June 9, 2023, 19:26",888,3,"1,015",0,3,540,180,0,0,0,0,0,0,0,0,0,0,0.33,0.33,0,0.33,0,1,1
329c753e-04a3-4862-85f9-d1d1fca35796,"February 11, 2023",App User,Lagos,,Lagos,"February 11, 2023, 23:32","February 11, 2023, 23:30",,0,"1,006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7a2a3da2-4e19-4901-ba24-80fdb6f639e0,"January 7, 2024",App User,Imo,Male,South East,"October 12, 2024, 10:38","January 7, 2024, 17:02",397,279,676,43,158,"144,604",915.22,0,0,0,0,0,0,0,0,1.78,0,0.044,0.87,0,0.082,"59,250",0.94,1
a2d1ae06-fd77-4c9b-923f-c0a50d15f518,"February 11, 2023",Terminal User,Oyo,Female,South West,"April 28, 2025, 12:06","January 11, 2023, 07:28",199,838,"1,006",34,"17,401","179,269,213.8","10,302.24",0,0,0,0,0,0,0,0,0.05,0.13,0.18,0.3,0,0.39,"719,740,162",0.95,1
535fe446-4483-411c-82b7-51ea9cfa73d8,"October 14, 2023",App User,Sokoto,Male,North,"November 11, 2025, 16:24","October 16, 2023, 13:16",2,757,761,0,"1,514","5,815,198.55","3,840.95",70,"341,350","4,876.43",214,"1,041,250","4,865.65",0.33,0.33,0.5,0,0,0.93,0,0.068,"4,291,828,154",0.92,0
291ff90a-26d1-4392-9937-7e04998e1da2,"July 19, 2023",Terminal User,Lagos,Male,Lagos,"November 12, 2025, 14:27","September 1, 2023, 15:56",1,803,848,0,"1,318","13,058,144.83","9,907.55",1,"99,950","99,950",4,"299,900","74,975",0.25,0.33,0.61,0.091,0.024,0.63,0,0.26,"485,721,222",0.88,0
619c01b4-23f0-497e-badf-5162541187ec,"August 11, 2023",App User,,,Other,"February 17, 2024, 10:55","October 10, 2023, 23:21",635,130,825,28,92,"230,350","2,503.8",0,0,0,0,0,0,0,0,1.43,0,0.76,0.17,0,0.065,"966,000",0.76,1
60f2b1d1-8b62-47d9-8a40-9b9eb21e567e,"February 11, 2023",App User,Anambra,Male,South East,"November 3, 2025, 15:05","January 11, 2023, 08:41",10,"1,027","1,006",0,"1,125","10,928,230.49","9,713.98",18,"131,184","7,288",53,"431,364","8,138.94",0.34,0.3,0.88,0,0.24,0.45,0,0.31,"38,725,875",0.93,0
5f58664b-1833-4267-a9ba-726d41dcc22a,"October 3, 2023",App User,Benue,Male,North,,,,,772,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f42726b0-562e-4ae2-87ab-1109aefd87ab,"February 11, 2023",App User,Lagos,,Lagos,"February 11, 2023, 23:32","February 11, 2023, 23:30",,0,"1,006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3c45742d-94c0-47e2-b0ee-c94703f68ab7,"February 11, 2023",Terminal User,Ondo,Female,South West,"December 29, 2024, 15:37","January 11, 2023, 04:22",319,718,"1,006",36,"3,703","51,787,650.34","13,985.32",0,0,0,0,0,0,0,0,0.19,0.31,0.41,0.029,0,0.25,0,0.89,1
22eafe26-904b-4809-bb17-ebddcb79db5c,"December 28, 2023",Terminal User,Ekiti,Female,South West,"February 7, 2024, 11:10","December 28, 2023, 12:59",645,41,686,51,31,"639,810","20,639.03",0,0,0,0,0,0,0,0,1.37,0.52,0.32,0.097,0,0.065,"63,550",0.9,1
88184778-abb4-4205-b500-0b5161b2b912,"February 11, 2023",App User,Lagos,,Lagos,"February 11, 2023, 23:32","February 11, 2023, 23:30",,0,"1,006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8c04898b-ae53-4f8d-b6aa-8cd7403254c2,"February 11, 2023",App User,Oyo,,South West,"February 11, 2023, 23:32","February 11, 2023, 23:30",,0,"1,006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,800",0,1
48c861b2-db49-4db3-97a6-f5b1aef7ef28,"August 5, 2023",Terminal User,Rivers,Male,South South,"October 5, 2023, 20:24","September 1, 2023, 11:26",770,34,831,40,83,"206,030","2,482.29",0,0,0,0,0,0,0,0,0.41,0.41,0.28,0.31,0,0,"24,900",0.89,1
cba8def8-177d-479c-bb1f-ff76e18fb3be,"May 21, 2023",App User,Oyo,,South West,,,,,907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
da9b4552-5878-4bcc-abe5-bd70976fd6b6,"December 6, 2023",App User,Ondo,Female,South West,"September 8, 2025, 12:40","December 7, 2023, 10:42",66,641,708,41,"2,680","26,205,649.86","9,778.23",0,0,0,5,"20,600","4,120",0,0,0.24,0.31,0.38,0.11,0,0.2,"1,474,000",0.84,1
539415bf-b145-4ff6-b165-6c805e17014f,"February 11, 2023",App User,Anambra,,South East,"February 11, 2023, 23:32","February 11, 2023, 23:30",,0,"1,006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
